ID,Work Item Type,Title,Title,Title,Description,Assigned To,Business Owner,Business Process Lead,Area Path,Tags,State,Priority,Risk,Effort,Business Value,Time Criticality,Business Outcome Category,Value Area,Process Sequence ID,Discipline
,User Story,,,Define holiday schedule,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.030.300,
,User Story,,,Manage resource capacity/schedule,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.030.400,
,User Story,,,Use a statistical journal entry to manage headcount,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.040,
,Feature,,Plan and budget headcount,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.040,
,User Story,,,Use position forecasting to plan and manage budget for headcount,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.040.100,
,User Story,,,Use the general ledger to budget for headcount,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.040.200,
,Feature,,Manage headcount,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.045,
,User Story,,,Approve additional headcount,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.045.100,
,User Story,,,Recruit for new headcount,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.045.200,
,User Story,,,Request additional headcount,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.045.300,
,Feature,,Recruit and hire candidates,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.050,
,User Story,,,Create and manage applications,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.050.100,
,User Story,,,Create and manage offers,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.050.200,
,User Story,,,Plan and manage interviews,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.050.300,
,User Story,,,Post jobs to a job board,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.050.400,
,User Story,,,Screen candidates,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.10.050.500,
,Epic,Onboard and manage the employee lifecylce,,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20,
,Feature,,Hire employees,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.010,
,User Story,,,Convert applicants to employees,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.010.100,
,User Story,,,Convert candidates to employees,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.010.200,
,User Story,,,Hire contractors,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.010.300,
,User Story,,,Import employees,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.010.400,
,User Story,,,Manually create employees,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.010.500,
,User Story,,,Hire part-time workers,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.010.600,
,Feature,,Onboard new hires,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.020,
,User Story,,,Assign tasks to new employees,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.020.100,
,User Story,,,Complete forms and essential paperwork,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.020.200,
,User Story,,,Coordinate tasks with other departments for new hires,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.020.300,
,User Story,,,Notify internal departments of new hires,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.020.400,
,User Story,,,Process requests for accommodations,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.020.500,
,User Story,,,Welcome new employees,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.020.600,
,Feature,,Update employee records,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030,
,User Story,,,Change an employees location,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.100,
,User Story,,,Change an employees title,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.200,
,User Story,,,Hours/shifts/work from home,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.300,
,User Story,,,Make changes directly to a worker record,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.400,
,User Story,,,Promote employee,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.500,
,User Story,,,Request a worker transfer,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.600,
,User Story,,,Request compensation changes,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.700,
,User Story,,,Request new worker,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.800,
,User Story,,,Request to recruit for a new position,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.030.900,
,Feature,,Create and manage teams,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.035,
,User Story,,,Create and manage project teams,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.035.100,
,User Story,,,Create and manage service resource pools,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.035.200,
,Feature,,Communicate issue and changes with HR,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.040,
,User Story,,,Ask questions about benefits,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.040.100,
,User Story,,,Ask questions about compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.040.200,
,User Story,,,Ask questions about leave and absence,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.040.300,
,User Story,,,Communicate about harassment issues to HR,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.040.400,
,User Story,,,Communicate safety issues with HR,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.040.500,
,User Story,,,"If you see something, say something",,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.040.600,
,Feature,,Transfer employee,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.050,
,User Story,,,Transfer an employee to a new department,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.050.100,
,User Story,,,Transfer an employee to a new legal entity,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.050.200,
,User Story,,,Transfer an employee to a new location,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.050.300,
,User Story,,,Transfer an employee to a new position,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.050.400,
,Feature,,Generate employment verification letters,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.060,
,User Story,,,Employee letter with designation and period confirmation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.060.100,
,User Story,,,Salary confirmation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.060.200,
,User Story,,,Travel and visa purposes,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.060.300,
,Feature,,Employee relocation,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.070,
,User Story,,,Manage and employees personal address change,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.070.100,
,User Story,,,Manage hybrid employees,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.070.200,
,User Story,,,Move an employee to a new office,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.070.300,
,Feature,,Terminate employee,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.080,
,User Story,,,Eliminate a position,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.080.100,
,User Story,,,Perform a mass involuntary (lay off) of workers,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.080.200,
,User Story,,,Perform a voluntary termination of a worker,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.080.300,
,User Story,,,Perform an involuntary termination of a worker,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.20.080.400,
,Epic,Manage occupational health and safety,,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30,
,Feature,,Identify workplace hazards,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.010,
,User Story,,,Identify chemical hazards,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.010.100,
,User Story,,,Identify electrical hazards,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.010.200,
,User Story,,,Identify mechanical hazards,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.010.300,
,User Story,,,Identify physical hazards,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.010.400,
,User Story,,,Identify psychological hazards,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.010.500,
,Feature,,"Document safety protocols, policies, and procedures",,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.020,
,User Story,,,Define injury and illness types,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.020.100,
,User Story,,,Define safety protocols,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.020.200,
,User Story,,,Item restrictions,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.020.300,
,User Story,,,Material safety data sheets,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.020.400,
,User Story,,,Use jobs to identify jobs for safety,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.020.500,
,User Story,,,Use skills to track safety leads,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.020.600,
,User Story,,,"Word documents, SharePoint, Teams, etc.",,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.020.700,
,Feature,,Analyze safety conditions,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.030,
,User Story,,,Analyze workplace conditions,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.030.100,
,User Story,,,Interview witnesses for an incident,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.030.200,
,Feature,,Conduct a safety audit,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.060,
,User Story,,,External audit (OSHA),,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.060.100,
,User Story,,,Internal audit,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.060.200,
,User Story,,,Perform a routine screening (drug test),,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.060.300,
,Feature,,Train staff on safety protocols,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.080,
,User Story,,,Train staff on safety protocols,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.080.100,
,Feature,,Report an injury or illness,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.100,
,User Story,,,Create an injury or illness case,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.100.100,
,User Story,,,Determine what action should be take for an injury or illness,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.100.200,
,User Story,,,Record expenses for an injury or illness case,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.100.300,
,User Story,,,Record lost time due to injury or illness,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.100.400,
,Feature,,Seek treatments for an injury or illness,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.110,
,User Story,,,Define treatment centers,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.110.100,
,User Story,,,Record details about treatment for a case,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.110.200,
,Feature,,Determine the cost of care for injury or illness,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.120,
,User Story,,,Record costs in the injury illness case on the cost tab,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.120.100,
,User Story,,,File for workers compensation,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.120.200,
,Feature,,Analyze and communicate about safety,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.130,
,User Story,,,Communicate with insurance agencies about injury illness incidents,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.130.100,
,User Story,,,Communicate with treatment providers about injury illness incidents,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.130.200,
,User Story,,,"Let managers know about absences, light duty, policy changes, etc.",,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.130.300,
,User Story,,,Print the OSHA 300 report,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.130.400,
,User Story,,,Use Electronic Reporting to send data to other establishments,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.30.130.500,
,Epic,Manage employee performance and growth,,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40,
,Feature,,Define the performance and review process ,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.010,
,User Story,,,Define performance rating models ,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.010.100,
,User Story,,,"Define peformance review frequency, workflows, etc.",,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.010.200,
,Feature,,Define required competencies for jobs,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.020,
,User Story,,,Define required competencies for jobs,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.020.100,
,Feature,,Define employee career paths,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.030,
,User Story,,,Make it outside the system and attach it,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.030.200,
,Feature,,Define employee succession plan,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.040,
,User Story,,,Define employee succession plan,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.040.100,
,Feature,,Define and manage course offerings,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.050,
,Feature,,Maintain skills and competency repository,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.050,
,User Story,,,Integrate to an LMS,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.050.100,
,User Story,,,Manually create and manage online courses,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.050.200,
,User Story,,,Manually create ILT courses,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.050.300,
,User Story,,,Define and rate skills in HR,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.060.100,
,User Story,,,Define and rate skills in Project Operations,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.060.200,
,User Story,,,Define production resource capabilities,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.060.300,
,User Story,,,Identify worker certifications,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.060.400,
,User Story,,,Integrate skills from HR to Project Operations,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.060.500,
,User Story,,,Record test results,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.060.600,
,User Story,,,Track education details,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.060.700,
,Feature,,Define goals,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.070,
,User Story,,,Define general employee goals,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.070.100,
,User Story,,,Define sales targets,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.070.200,
,User Story,,,Use Viva Goals to manage goals,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.070.300,
,Feature,,Perform a skill gap analysis,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.075,
,User Story,,,Perform a skill gap analysis,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.075.100,
,Feature,,Review and document employee performance,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.080,
,User Story,,,"Complete, rate, and sign off the reviews",,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.080.100,
,User Story,,,Conduct a self-assessment,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.080.200,
,User Story,,,Define a probation period for new workers,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.080.300,
,User Story,,,Evaluate a worker at the end of a probation period,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.080.400,
,User Story,,,Manager review,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.080.500,
,User Story,,,Put an employee on a performance plan,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.080.600,
,Feature,,Define employee learning plans,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.090,
,User Story,,,Integrate to an LMS,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.100.100,
,User Story,,,Manually,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.100.200,
,Feature,,Assign courses to employees,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.110,
,User Story,,,Integrate to LMS,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.110.100,
,User Story,,,Manually,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.110.200,
,Feature,,Record course progress and results,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.120,
,User Story,,,Integrate to LMS,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.120.100,
,User Story,,,Manually,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.120.200,
,Feature,,Analyze and report on employee learning,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.130,
,User Story,,,Power BI Learning workspace,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.40.130.100,
,Epic,Manage employee time and attendance,,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50,
,Feature,,Define and manage time and attendance policies,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.010,
,User Story,,,Leave and absence plans,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.010.200,
,Feature,,Record employee absences,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.020,
,User Story,,,In HR,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.020.100,
,User Story,,,In MES,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.020.200,
,User Story,,,In project operations - make resource out of office,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.020.300,
,User Story,,,In Time and Attendances,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.020.400,
,Feature,,Create and manage shifts,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.030,
,User Story,,,Approve shift trades,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.030.100,
,User Story,,,Assign workers to shifts,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.030.200,
,User Story,,,Create shifts,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.030.300,
,User Story,,,Handle scheduling conflicts,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.030.400,
,User Story,,,Trade shifts with other workers,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.030.500,
,Feature,,Request time off,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.040,
,User Story,,,Employee self-service,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.040.100,
,User Story,,,Integrate from external system,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.040.200,
,User Story,,,Send it to Project Operations,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.040.300,
,Feature,,Create and submit timesheets,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.050,
,User Story,,,Hours journals,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.050.100,
,User Story,,,Integrate to a time clock,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.050.200,
,User Story,,,Production MES clock/clock out,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.050.300,
,User Story,,,Project timesheets,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.050.400,
,User Story,,,Time and attendance module,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.050.500,
,User Story,,,Time entry,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.050.600,
,Feature,,Review and approve timesheets,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.060,
,User Story,,,Do it externally and integrate it in,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.060.100,
,User Story,,,In Production Control,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.060.200,
,User Story,,,In ProjOps,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.060.300,
,User Story,,,In Time and Attendances,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.060.400,
,Feature,,Adjust and correct timesheets,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.070,
,User Story,,,Do it externally and integrate it in,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.070.100,
,User Story,,,In Production Control,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.070.200,
,User Story,,,In ProjOps,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.070.300,
,User Story,,,In Time and Attendances,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.50.070.400,
,Epic,Manage travel and expenses,,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60,
,Feature,,Establish expense reporting policies,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.010,
,User Story,,,"Frequency, receipt requirements, etc.",,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.010.100,
,Feature,,Make a request to travel,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.020,
,User Story,,,Use travel requisitions to requesr travel,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.020.100,
,Feature,,Create and submit expense reports,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.030,
,User Story,,,Submit expense report in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.030.100,
,User Story,,,Use the mobile app to create and submit expense reports,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.030.200,
,User Story,,,Submit expense reports in customer engagement apps,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.030.300,
,Feature,,Review and approve expense reports,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.040,
,User Story,,,Review and approve expense reports,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.040.100,
,Feature,,Audit expense reports to find anomalies,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.050,
,User Story,,,Audit expense reports to find anomalies,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.050.100,
,Feature,,Pay expense reports,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.060,
,User Story,,,Pay through AP,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.060.100,
,User Story,,,Pay through payroll,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.060.100,
,Feature,,Report and analyze on expense reports,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.070,
,User Story,,,Report and analyze on expense reports,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.60.070.100,
,Epic,"Manage employee benefits, compensation, and payroll",,,,,,,DevOps Product Catalog Working Instance\Hire to retire,,New,1,,,,,,Business,55.70,
